id,name,serves,ingredients,instructions,meal_type,is_vegetarian,protein,carbs,fat,fiber,energy,iron_mg,magnesium_mg,calcium_mg,potassium_mg,sodium_mg,vitamin_c_mg
121,Fish and Chips,2,"[{""id"": 234, ""name"": ""king fish"", ""quantity"": 200.0, ""serving_unit"": ""g""}, {""id"": 276, ""name"": ""Potatoes"", ""quantity"": 500.0, ""serving_unit"": ""g""}, {""id"": 275, ""name"": ""Baking powder"", ""quantity"": 10.0, ""serving_unit"": ""g""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 5.0, ""serving_unit"": ""g""}, {""id"": 129, ""name"": ""pepper"", ""quantity"": 3.0, ""serving_unit"": ""g""}, {""id"": 119, ""name"": ""olive oil"", ""quantity"": 200.0, ""serving_unit"": ""ml""}, {""id"": 197, ""name"": ""Apple cider vinegar"", ""quantity"": 50.0, ""serving_unit"": ""ml""}]","1. Peel and cut the potatoes into thick chips, then soak in cold water to remove excess starch.
2. In a bowl, mix flour, baking powder, salt, and pepper.
3. Heat oil in a deep fryer or large pot.
4. Dry the potatoes and fry them until golden and crispy. Drain on paper towels.
5. Dredge the fish in the flour mixture, then carefully place it in the hot oil. Fry until golden and cooked through.
6. Serve the fried fish with chips on the side, drizzled with apple cider vinegar to taste.",dinner,f,50.31,93.89,2710.60,11.76,24618.03,6.99,217.63,149.79,3362.37,11678.10,100.63
122,Porridge,1,"[{""id"": 277, ""name"": ""Porridge"", ""quantity"": 200.0, ""serving_unit"": ""g""}, {""id"": 188, ""name"": ""water"", ""quantity"": 300.0, ""serving_unit"": ""ml""}, {""id"": 110, ""name"": ""milk"", ""quantity"": 200.0, ""serving_unit"": ""ml""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 278, ""name"": ""fruit toppings"", ""quantity"": 50.0, ""serving_unit"": ""g""}]","1. In a pot, combine the porridge oats with water and milk. 2. Add salt and stir well. 3. Bring to a boil, then reduce the heat and simmer for about 5 minutes, stirring occasionally. 4. Once it thickens to your desired consistency, remove it from heat. 5. Serve topped with your choice of fruit toppings.",breakfast,t,9.10,29.60,7.50,3.40,222.00,8.06,40.00,400.00,364.00,2387.00,0.00
123,Jerk Chicken,4,"[{""id"": 288, ""name"": ""Jerk Chicken"", ""quantity"": 1.0, ""serving_unit"": ""nos""}]","1. Preheat your grill to medium heat. 2. Rub the jerk seasoning all over the chicken pieces, making sure to cover them evenly. 3. Let the chicken marinate for at least 30 minutes, preferably overnight in the fridge. 4. Place the chicken on the grill and cook for about 30-40 minutes, turning occasionally, until the chicken is cooked through and has nice grill marks. 5. Serve hot with your choice of sides.",lunch,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
124,Brown Stew Fish,4,"[{""id"": 234, ""name"": ""king fish"", ""quantity"": 500.0, ""serving_unit"": ""g""}, {""id"": 121, ""name"": ""onion"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 75, ""name"": ""garlic"", ""quantity"": 3.0, ""serving_unit"": ""tsp""}, {""id"": 291, ""name"": ""Bell pepper"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 178, ""name"": ""tomato"", ""quantity"": 2.0, ""serving_unit"": ""nos""}, {""id"": 175, ""name"": ""thyme"", ""quantity"": 1.0, ""serving_unit"": ""tbsp""}, {""id"": 292, ""name"": ""Cooked oil"", ""quantity"": 3.0, ""serving_unit"": ""tbsp""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 18, ""name"": ""black pepper"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 105, ""name"": ""lime"", ""quantity"": 1.0, ""serving_unit"": ""nos""}]","1. Clean the fish and cut it into pieces.
2. Marinate the fish with lime juice, salt, and black pepper for about 30 minutes.
3. Heat the oil in a pan and fry the onions, garlic, and bell pepper until soft.
4. Add the tomatoes and thyme, cooking until the tomatoes are mushy.
5. Add the fish to the pan and cook on low heat until the fish is cooked through, about 10-15 minutes.
6. Serve hot with rice or bread.",dinner,f,100.39,2.16,25.07,0.53,679.05,3.34,154.44,74.67,1663.63,2575.96,3.39
125,Johnny Cakes,4,"[{""id"": 260, ""name"": ""all-purpose flour"", ""quantity"": 2.0, ""serving_unit"": ""cup""}, {""id"": 227, ""name"": ""Baking Powder"", ""quantity"": 1.0, ""serving_unit"": ""tbsp""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 0.5, ""serving_unit"": ""tsp""}, {""id"": 226, ""name"": ""sugar"", ""quantity"": 1.0, ""serving_unit"": ""tbsp""}, {""id"": 188, ""name"": ""water"", ""quantity"": 1.0, ""serving_unit"": ""cup""}, {""id"": 27, ""name"": ""butter"", ""quantity"": 1.0, ""serving_unit"": ""tbsp""}, {""id"": 293, ""name"": ""green onion"", ""quantity"": 2.0, ""serving_unit"": ""nos""}, {""id"": 294, ""name"": ""cheese"", ""quantity"": 1.0, ""serving_unit"": ""cup""}]","1. In a bowl, combine the flour, baking powder, salt, and sugar. Mix well. 2. Gradually add water while stirring to form a thick batter. 3. Fold in melted butter, green onion, and cheese. 4. Heat oil in a frying pan over medium heat. 5. Scoop batter onto the hot pan, forming small cakes. 6. Cook for about 3-4 minutes on each side until golden brown. 7. Remove and drain on paper towels. Serve warm.",breakfast,t,0.24,1.31,1.14,0.00,15.61,0.01,0.22,7.35,1.24,1239.93,0.00
126,Curry Goat,4,"[{""id"": 295, ""name"": ""goat meat"", ""quantity"": 1000.0, ""serving_unit"": ""g""}, {""id"": 296, ""name"": ""curry powder"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 72, ""name"": ""fried onions"", ""quantity"": 100.0, ""serving_unit"": ""g""}, {""id"": 121, ""name"": ""onion"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 75, ""name"": ""garlic"", ""quantity"": 4.0, ""serving_unit"": ""tsp""}, {""id"": 77, ""name"": ""ginger"", ""quantity"": 2.0, ""serving_unit"": ""tsp""}, {""id"": 175, ""name"": ""thyme"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 19, ""name"": ""black salt"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 18, ""name"": ""black pepper"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 51, ""name"": ""coconut oil"", ""quantity"": 3.0, ""serving_unit"": ""tbsp""}, {""id"": 188, ""name"": ""water"", ""quantity"": 4.0, ""serving_unit"": ""cup""}]","1. In a pot, heat the coconut oil over medium heat. 2. Add the fried onions and sauté until they are golden brown. 3. Add the garlic, ginger, and thyme, stirring for about 1 minute. 4. Add the goat meat to the pot and brown on all sides. 5. Sprinkle curry powder, black salt, and black pepper over the meat, mixing well to coat. 6. Pour in water and bring to a boil. 7. Reduce heat, cover, and simmer for 1.5 to 2 hours or until the goat meat is tender. 8. In the last 15 minutes of cooking, add the scotch bonnet pepper (whole or chopped, depending on desired heat). 9. Serve hot with rice or bread.",lunch,f,6.51,53.03,43.11,5.57,599.84,1.86,41.13,76.62,353.48,981.53,6.33
127,Congee with Century Egg,2,"[{""id"": 299, ""name"": ""Congee"", ""quantity"": 200.0, ""serving_unit"": ""g""}, {""id"": 300, ""name"": ""Century Egg"", ""quantity"": 2.0, ""serving_unit"": ""nos""}]","1. Rinse the congee rice until the water runs clear. 2. In a pot, combine the rice with water (about 800ml). 3. Bring to a boil, then reduce to a simmer. 4. Cook for about 30-40 minutes, stirring occasionally, until it reaches a porridge-like consistency. 5. While it's cooking, prepare the century eggs by peeling and cutting them into quarters. 6. Once the congee is ready, serve it warm, topped with century egg pieces and any additional toppings as desired.",breakfast,f,1.40,14.00,0.20,0.40,68.00,0.20,10.00,6.00,60.00,10.00,0.00
129,Scallion Pancakes,4,"[{""id"": 260, ""name"": ""all-purpose flour"", ""quantity"": 2.0, ""serving_unit"": ""cup""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 0.5, ""serving_unit"": ""tsp""}, {""id"": 188, ""name"": ""water"", ""quantity"": 3.0, ""serving_unit"": ""cup""}, {""id"": 311, ""name"": ""scallions"", ""quantity"": 1.0, ""serving_unit"": ""cup""}, {""id"": 119, ""name"": ""olive oil"", ""quantity"": 2.0, ""serving_unit"": ""tbsp""}]","1. In a large bowl, combine the flour and salt. 2. Gradually add water and mix until a soft dough forms. 3. Knead the dough for about 5 minutes until smooth. 4. Cover the dough with a towel and let it rest for 30 minutes. 5. After resting, divide the dough into equal portions. 6. Roll out each portion into a thin circle. 7. Brush with olive oil and sprinkle with sliced scallions. 8. Roll the dough tightly into a log, then coil it into a spiral. 9. Flatten the spiral gently, then roll out again into a thin pancake. 10. Heat oil in a skillet and cook each pancake until golden brown on both sides, about 2-3 minutes each. 11. Serve hot with dipping sauce.",breakfast,t,0.02,0.07,27.00,0.03,238.32,0.02,0.14,0.72,2.76,1150.16,0.18
130,Sesame Balls (Jian Dui),4,"[{""id"": 316, ""name"": ""glutinous rice flour"", ""quantity"": 200.0, ""serving_unit"": ""g""}, {""id"": 226, ""name"": ""sugar"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 188, ""name"": ""water"", ""quantity"": 150.0, ""serving_unit"": ""ml""}, {""id"": 215, ""name"": ""sesame seeds"", ""quantity"": 100.0, ""serving_unit"": ""g""}, {""id"": 237, ""name"": ""vegetable oil"", ""quantity"": 500.0, ""serving_unit"": ""ml""}]","1. In a mixing bowl, combine glutinous rice flour, sugar, and water to form a dough. 2. Divide the dough into small balls, about the size of a golf ball. 3. Flatten each ball slightly and place a small amount of sweet filling (like red bean paste) in the center, then mold the dough around the filling and shape it into a ball again. 4. Roll the balls in sesame seeds until well coated. 5. Heat vegetable oil in a deep frying pan over medium heat. 6. Once the oil is hot, carefully drop the sesame balls into the oil. Fry until they puff up and turn golden brown, about 5-7 minutes. 7. Remove from oil and drain on paper towels. 8. Serve warm as a snack or dessert.",snack,t,17.73,73.45,549.67,11.80,5186.50,14.55,351.00,975.50,468.00,11.00,0.00
131,Nyama Choma,4,"[{""id"": 242, ""name"": ""beef stock"", ""quantity"": 500.0, ""serving_unit"": ""ml""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 10.0, ""serving_unit"": ""g""}, {""id"": 18, ""name"": ""black pepper"", ""quantity"": 5.0, ""serving_unit"": ""g""}, {""id"": 237, ""name"": ""vegetable oil"", ""quantity"": 50.0, ""serving_unit"": ""ml""}, {""id"": 323, ""name"": ""sukuma wiki"", ""quantity"": 200.0, ""serving_unit"": ""g""}]","1. Cut the beef into chunks and marinate with salt, black pepper, and vegetable oil for at least an hour. 2. Preheat a grill to medium-high heat. 3. Cook the marinated beef on the grill, turning occasionally until well browned on all sides, about 10-15 minutes. 4. While the beef is grilling, sauté the sukuma wiki in a pan with a bit of vegetable oil until wilted. 5. Serve the grilled beef with the sautéed sukuma wiki on the side. Enjoy your delicious Nyama Choma!",lunch,f,3.02,4.74,50.67,1.27,469.55,0.99,18.55,47.15,316.45,24751.00,1.05
132,Samosa,4,"[{""id"": 324, ""name"": ""potato"", ""quantity"": 2.0, ""serving_unit"": ""cup""}, {""id"": 325, ""name"": ""cumin"", ""quantity"": 1.0, ""serving_unit"": ""tbsp""}, {""id"": 1, ""name"": ""dough"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 2, ""name"": ""oil"", ""quantity"": 500.0, ""serving_unit"": ""ml""}, {""id"": 3, ""name"": ""peas"", ""quantity"": 1.0, ""serving_unit"": ""cup""}, {""id"": 4, ""name"": ""onion"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 5, ""name"": ""samosa"", ""quantity"": 6.0, ""serving_unit"": ""nos""}]","1. In a pot, boil peeled potatoes until soft, then mash them. 2. In a pan, heat oil, add onions, and sauté until golden. 3. Add peas and spice mixture, and cook for a few minutes. Combine with mashed potatoes. 4. Roll out the dough and cut into circles. Place filling in the center and fold to form a triangle. 5. Heat oil for frying, and fry samosas until golden brown. 6. Drain on paper towels and serve hot.",snack,t,0.35,0.93,0.24,0.30,6.58,0.71,4.75,10.33,26.58,0.43,0.67
133,Ethiopian Doro Wat,4,"[{""id"": 43, ""name"": ""chicken"", ""quantity"": 1000.0, ""serving_unit"": ""g""}, {""id"": 121, ""name"": ""onion"", ""quantity"": 200.0, ""serving_unit"": ""g""}, {""id"": 75, ""name"": ""garlic"", ""quantity"": 10.0, ""serving_unit"": ""g""}, {""id"": 77, ""name"": ""ginger"", ""quantity"": 10.0, ""serving_unit"": ""g""}, {""id"": 326, ""name"": ""berbere spice"", ""quantity"": 30.0, ""serving_unit"": ""g""}, {""id"": 27, ""name"": ""butter"", ""quantity"": 100.0, ""serving_unit"": ""g""}, {""id"": 240, ""name"": ""eggs"", ""quantity"": 2.0, ""serving_unit"": ""nos""}, {""id"": 188, ""name"": ""water"", ""quantity"": 500.0, ""serving_unit"": ""ml""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 5.0, ""serving_unit"": ""tsp""}]","1. Heat butter in a pan, and sauté onions until translucent. 2. Add ginger and garlic, and cook for another 2 minutes. 3. Stir in the berbere spice and add the chicken pieces, coating them well. 4. Add water, cover, and let simmer for about 30 minutes. 5. Stir occasionally until chicken is fully cooked. 6. Add boiled eggs towards the end and serve with injera or rice.",dinner,f,314.34,25.66,117.76,4.01,2480.76,9.73,323.30,242.30,3001.62,12898.10,18.92
134,Coconut Rice and Beans,4,"[{""id"": 327, ""name"": ""Coconut Rice"", ""quantity"": 2.0, ""serving_unit"": ""cup""}, {""id"": 10, ""name"": ""baked beans"", ""quantity"": 1.0, ""serving_unit"": ""cup""}, {""id"": 328, ""name"": ""coconut milk"", ""quantity"": 1.0, ""serving_unit"": ""cup""}, {""id"": 121, ""name"": ""onion"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 75, ""name"": ""garlic"", ""quantity"": 2.0, ""serving_unit"": ""tsp""}, {""id"": 77, ""name"": ""ginger"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 129, ""name"": ""pepper"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 237, ""name"": ""vegetable oil"", ""quantity"": 2.0, ""serving_unit"": ""tbsp""}]","1. Heat vegetable oil in a pot over medium heat. 
2. Add chopped onion, garlic, and ginger, and sauté until the onion is soft. 
3. Add coconut rice, coconut milk, salt, and pepper. Stir well. 
4. Add baked beans and mix thoroughly. 
5. Pour in water according to rice package instructions. 
6. Bring to a boil, then reduce heat, cover, and simmer until rice is cooked. 
7. Fluff the rice with a fork and serve warm.",lunch,t,0.33,1.96,2.07,0.41,26.27,0.16,3.53,8.93,34.57,2305.06,1.01
135,Chapati,4,"[{""id"": 38, ""name"": ""chapati flour"", ""quantity"": 240.0, ""serving_unit"": ""g""}, {""id"": 188, ""name"": ""water"", ""quantity"": 120.0, ""serving_unit"": ""ml""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 330, ""name"": ""vegetable oil"", ""quantity"": 1.0, ""serving_unit"": ""tbsp""}]","1. In a mixing bowl, combine the chapati flour and salt. 
2. Gradually add water while mixing with your hand to form a soft dough. 
3. Cover the dough with a damp cloth and let it rest for at least 30 minutes. 
4. Divide the dough into equal portions and roll each portion into a ball. 
5. On a floured surface, roll out each ball into a thin circle. 
6. Heat oil in a frying pan over medium heat. 
7. Place the rolled-out chapati in the pan and cook until bubbles form. Flip and cook the other side until brown spots appear. 
8. Remove and brush with oil, if desired. 
9. Serve warm with your favorite dish.",snack,t,31.68,172.80,7.00,25.68,824.84,8.64,331.20,81.60,972.00,2304.80,0.00
136,Zanzibar Fish Curry,4,[],"1. Heat oil in a large pan over medium heat. Add onions and sauté until translucent. 2. Stir in garlic and ginger, cooking for another minute. 3. Add tomatoes, coconut milk, curry powder, and salt. Let it simmer for 10 minutes. 4. Add the fish pieces and cook gently until the fish is flaky and cooked through. 5. Stir in chopped coriander before serving. Serve with rice or bread.",dinner,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137,Croissant,1,"[{""id"": 331, ""name"": ""croissant"", ""quantity"": 1.0, ""serving_unit"": ""nos""}]","1. Preheat your oven to 375°F (190°C). 2. Place the croissant on a baking sheet. 3. Bake in the oven for about 5-7 minutes until heated through and slightly crispy. 4. Serve warm, optionally with butter or jam.",breakfast,t,0.05,0.43,0.28,0.03,4.53,0.02,0.20,0.50,1.20,4.00,0.00
138,Omelette au Fromage,2,"[{""id"": 240, ""name"": ""eggs"", ""quantity"": 4.0, ""serving_unit"": ""nos""}, {""id"": 294, ""name"": ""cheese"", ""quantity"": 100.0, ""serving_unit"": ""g""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 18, ""name"": ""black pepper"", ""quantity"": 0.5, ""serving_unit"": ""tsp""}, {""id"": 337, ""name"": ""butter"", ""quantity"": 1.0, ""serving_unit"": ""tbsp""}]","1. In a bowl, whisk together the eggs, salt, and black pepper. 2. Heat butter in a non-stick pan over medium heat until melted. 3. Pour the egg mixture into the pan, tilting the pan to ensure even coverage. 4. Cook until the edges begin to set, then sprinkle cheese on one half. 5. Fold the omelette in half and cook for an additional minute until the cheese is melted. 6. Slide the omelette onto a plate and serve warm.",breakfast,t,23.56,3.35,34.22,0.13,418.15,0.60,21.28,714.46,111.93,2962.13,0.11
139,Greek Yogurt with Honey,1,"[{""id"": 82, ""name"": ""greek yogurt"", ""quantity"": 200.0, ""serving_unit"": ""g""}, {""id"": 91, ""name"": ""honey"", ""quantity"": 30.0, ""serving_unit"": ""g""}, {""id"": 216, ""name"": ""brazil nuts"", ""quantity"": 15.0, ""serving_unit"": ""g""}, {""id"": 214, ""name"": ""cashew nuts"", ""quantity"": 15.0, ""serving_unit"": ""g""}, {""id"": 217, ""name"": ""hazelnuts"", ""quantity"": 15.0, ""serving_unit"": ""g""}, {""id"": 117, ""name"": ""nuts"", ""quantity"": 15.0, ""serving_unit"": ""g""}, {""id"": 127, ""name"": ""peanuts"", ""quantity"": 15.0, ""serving_unit"": ""g""}, {""id"": 213, ""name"": ""pine nuts"", ""quantity"": 15.0, ""serving_unit"": ""g""}, {""id"": 187, ""name"": ""walnuts"", ""quantity"": 15.0, ""serving_unit"": ""g""}, {""id"": 73, ""name"": ""fruit"", ""quantity"": 100.0, ""serving_unit"": ""g""}]","1. In a bowl, place the Greek yogurt as the base.
2. Drizzle honey over the yogurt to add sweetness.
3. Top with a choice of nuts for crunch and texture.
4. Add fresh fruits for added flavor and color.
5. Mix everything together and enjoy your delicious breakfast!",breakfast,t,39.57,73.67,62.27,8.71,948.75,5.15,274.59,333.20,1145.24,82.06,17.80
140,Spaghetti Carbonara,2,"[{""id"": 351, ""name"": ""Pecorino cheese"", ""quantity"": 100.0, ""serving_unit"": ""g""}, {""id"": 240, ""name"": ""eggs"", ""quantity"": 3.0, ""serving_unit"": ""nos""}, {""id"": 352, ""name"": ""Parmesan cheese"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 18, ""name"": ""black pepper"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 19, ""name"": ""salt"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 351, ""name"": ""Spaghetti"", ""quantity"": 200.0, ""serving_unit"": ""g""}]","1. Cook spaghetti in a large pot of salted boiling water until al dente. 2. In a bowl, beat the eggs, and mix in 100g of Pecorino cheese and black pepper. 3. In a pan, cook the guanciale until crispy, then remove from heat. 4. Once spaghetti is cooked, reserve a cup of pasta water, then drain and place spaghetti in the pan over low heat. 5. Add the egg mixture quickly, mixing to create a creamy sauce. If too thick, add reserved pasta water to achieve desired consistency. 6. Serve with extra Pecorino cheese and freshly grated black pepper on top.",dinner,f,0.48,0.67,0.33,0.25,6.80,0.13,2.01,5.93,17.07,2304.40,0.21
